id|cod_teatro|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|cod_orig|end_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|fax|email|site|esfera_adm|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|cnpj|situacao|cod_adm|tipo|numero_lugares|data_inauguracao|ano_inauguracao|ano_desaparecimento|data_info
81|2201500|-42.788044|-5.081799|2|PI|Teresina|2211001|Sala Madre Escobar|1114|Rua Dr. Raimundo da Paz, s/n|Noivos|64046-100|R|DOUTOR RAIMUNDO DA PAZ| |S/N| |NOIVOS|64046-100|86|232-1038| | | | |Privada| |1|1.3|1.3.2| |1|0|Arquitetônico Alternativo|200| |1990| |16-SEP-2002
82|2201600|-42.81341|-5.091222|2|PI|Teresina|2211001|Teatro 4 de Setembro|703|Praça Pedro II, s/n|Centro|64001-100|PCA|PEDRO II| |S/N| |CENTRO|64001-100|86|222-7100| | | |http://www.theatro4desetembro.com.br/theatro/index.php|Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|564|22-APR-1894|1894| |15-AUG-2007
83|2201700|-42.816693|-5.089536|2|PI|Teresina|2211001|Teatro de Arena de Teresina|459|Praça Marechal Deodoro, s/n.|Centro|64000-160|PCA|MARECHAL DEODORO| |S/N| |CENTRO|64000-160|86|3215-7827| | |fcmc@teresina.pi.gov.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Arena|540| |1965| |17-JUL-2008
84|2201800|-42.827894|-5.068171|2|PI|Teresina|2211001|Teatro do Boi|465|Rua Rui Barbosa, 3033|Matadouro|64004-300|R|RUI BARBOSA| |3033| |MATADOURO|64004-300|86|3221-5588|221-3646| |fcmc@teresina.pi.gov.br|www.fcmc.pi.gov.br|Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|200|15-AUG-1987|1987| |17-JUL-2008
85|2201900|-42.75274|-5.107849|1|PI|Teresina|2211001|Teatro-Escola João Paulo II|2443|Av. Joaquim Nélson,  1861|Grande Dirceu|64078-600|AV|JOAQUIM NELSON| |1861| |GRANDE DIRCEU|64078-600|86|3232-1617| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|313|13-AUG-2005|2005| |17-JUL-2008
86|2202000|-42.869975|-4.583539|1|PI|União|2211100|CC Benedito M. Napoleão-Teatro|1169|Avenida Deoclécio Rêgo, s/n|Centro|64120-000|AV|DEOCLECIO REGO| |S/N| |CENTRO|64120-000|86| | | | | |Pública|Estadual|1|1.3|1.3.1| |1|0|Arquitetônico Alternativo|150| | | |24-OCT-1996
87|2202100|-42.858672|-4.58609|2|PI|União|2211100|Teatro de União|38|Rua Barão de Gurgueira, 467| |64120-000|R|BARAO DE GURGUEIRA| |467| | |64120-000|86| | | | | |Privada| |1|1.3|1.3.2| |8| | | | | | |22-SEP-1995
88|2300100|-39.302439|-7.298607|2|CE|Barbalha|2301901|Cine-Teatro Neroly Filgueira|610|Rua Pedro I, s/n|Centro|63180-000|R|PEDRO I| |S/N| |CENTRO|63180-000|85|532-1708|532-1640| |pmb@baydejbc.com.br| |Pública|Municipal|1|1.3|1.3.1| |4| |Italiano|370| |1959| |16-SEP-2002
89|2300200|-39.412326|-7.233503|2|CE|Crato|2304202|Teatro Municipal do Crato|2093| |Centro| | | | |0| |CENTRO| |85| | | | | |Pública|Municipal|1|1.3|1.3.1| |4| |Italiano| | | | |15-FEB-2000
90|2300300|-39.414389|-7.236395|2|CE|Crato|2304202|Teatro Rachel de Queiroz|611|Rua Dom Quintino, 913|Centro|63100-000|R|DOM QUINTINO| |913| |CENTRO|63100-000|85|523-4198| |523-4198| | |Privada| |1|1.3|1.3.2| |1| |Italiano|180| |1978| |16-SEP-2002
91|2300400|-38.517244|-3.719228|1|CE|Fortaleza|2304400|Casa de Bonecos|39|Rua dos Tabajaras, s/n|Centro|60060-510|R|DOS TABAJARAS| |S/N| |CENTRO|60060-510|85|244-2550| | | | | | |1|1.3| | |8| | | | | | |22-SEP-1995
92|2300500|-38.508422|-3.737408|2|CE|Fortaleza|2304400|Teatro Arena Aldeota|1119|Avenida Silva Paulet, 1.670|Aldeota|60140-140|AV|SILVA PAULET| |1670| |ALDEOTA|60140-140|85|224-1113|268-1326|268-1326| | |Privada| |1|1.3|1.3.2| |1|0|Arena|466| |1998| |16-SEP-2002
93|2300600|-38.51854|-3.721893|1|CE|Fortaleza|2304400|Teatro Boca Rica|2214|Rua Dragão do Mar, 260|Aldeota|60060-390|R|DRAGAO DO MAR| |260| |ALDEOTA|60060-390|85|224-7868|264-2462| |oswald@fortalnet.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|200| |1998| |16-SEP-2002
94|2300700|-38.528872|-3.722263|1|CE|Fortaleza|2304400|Teatro Carlos Câmara|613|Rua Doutor João Moreira, 471|Centro|60030-000|R|DOUTOR JOAO MOREIRA| |471| |CENTRO|60030-000|85|253-1522| |231-7708| | |Pública|Estadual|1|1.3|1.3.1| |2| |Italiano|250| | | |22-SEP-1995
95|2300800|-38.517891|-3.72258|1|CE|Fortaleza|2304400|Teatro da Praia|1213|Rua Senador Almino, 227|Praia de Iracema|60060-220|R|SENADOR ALMINO| |227| |PRAIA DE IRACEMA|60060-220|85|221-1523| | | | | | |1|1.3| | |1|0| | | | | |01-AUG-1996
96|2300900|-38.521815|-3.725525|1|CE|Fortaleza|2304400|Teatro de Bolso da Fundação Cultural|1120|Rua Pereira Filgueiras, 4|Centro|60160-150|R|PEREIRA FILGUEIRAS| |4| |CENTRO|60160-150|85|254-1955|231-1814|252-4595|fcf@truenet.ce.com.br| |Pública|Municipal|1|1.3|1.3.1| |4|0|Italiano|130| | | |04-MAY-1998
97|2301000|-38.517259|-3.731325|2|CE|Fortaleza|2304400|Teatro do IBEU - Aldeota|614|Rua Nogueira Acioly, 891|Centro|60150-160|R|NOGUEIRA ACIOLY| |891| |CENTRO|60150-160|85|254-4575| |252-1567|marceloc@ibeuce.com.br|www.ibeuce.com.br/teatro/|Privada| |1|1.3|1.3.2| |1| |Italiano|230| |1995| |16-SEP-2002
98|2301100|-38.517257|-3.731365|2|CE|Fortaleza|2304400|Teatro do IBEU - Centro|1117|Rua Assunção, 53 - 1o. andar|Centro|60050-040|R|ASSUNCAO| |53|- 1O ANDAR|CENTRO|60050-040|85|221-3599| | | |www.ibeuce.com.br/teatro/|Privada| |1|1.3|1.3.2| |1|0|Múltiplo|114| |1975| |16-SEP-2002
99|2301200|-38.519188|-3.722388|2|CE|Fortaleza|2304400|Teatro Docas|2215|Rua José Avelino, 491| |60060-390|R|JOSE AVELINO| |491| | |60060-390|85|219-8290| | |mail@docasbar.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|450| |2001| |16-SEP-2002
100|2301300|-38.502662|-3.74254|1|CE|Fortaleza|2304400|Teatro Dragão do Mar|2001|Rua Oswaldo Cruz, 2366|Aldeota|60125-150|R|OSWALDO CRUZ| |2366| |ALDEOTA|60125-150|85|488-8633| | |dragao@dragaodomar.org.br|www.dragaodomar.org.br|Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|267|21-APR-1999|1999| |16-SEP-2002
101|2301400|-38.53155|-3.7266|2|CE|Fortaleza|2304400|Teatro José de Alencar (Fotos e Histórico) - CENA|684|Praça José de Alencar, s/n|Centro|60033-976|PCA|JOSE DE ALENCAR| |S/N| |CENTRO|60033-976|85|3101-2603|3101-2566| |tja@secult.ce.gov.br|www.secult.ce.gov.br/TJA/TJA.asp|Pública|Estadual|1|1.3|1.3.1| |1| |Ópera|794|17-JUN-1910|1910| |15-SEP-2002
102|2301500|-38.524397|-3.734622|2|CE|Fortaleza|2304400|Teatro Marista Cearense|1121|Av.Rio Branco c/ R.Clarindo de Queiróz|Centro|60035-110|AV|RIO BRANCO| |0|C/ RCLARINDO DE QUEIROZ|CENTRO|60035-110|85|231-8088| |231-2141| |www.maristacearense.com.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|400| |1996| |16-SEP-2002
103|2301600|-38.532443|-3.728107|2|CE|Fortaleza|2304400|Teatro Morro do Ouro - CENA|1116|Rua 24 de Maio, 600|Centro|60020-000|R|24 DE MAIO| |600| |CENTRO|60020-000|85|252-2324|252-4172|252-2324|tja@ieg.com.br| |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|90| |1999| |16-SEP-2002
104|2301700|-38.540104|-3.740002|2|CE|Fortaleza|2304400|Teatro Móvel|40|Av.13 de Maio com Av.Carapinima|Benfica| |AV|13 DE MAIO| |0| COM AVCARAPINIMA|BENFICA| |85| | | | | | | |1|1.3| | |8| | | | | | |22-SEP-1995
105|2301800|-38.487111|-3.7352|1|CE|Fortaleza|2304400|Teatro Nadir Papi de Sabóya|1250|Rua Oito de Setembro, 1.330|Papicu|60175-210|R|OITO DE SETEMBRO| |1330| |PAPICU|60175-210|85|267-1900| | |blab2@fariasbrito.com.br|www.fariasbrito.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|260| |1999| |16-SEP-2002
106|2301900|-38.496897|-3.749365|1|CE|Fortaleza|2304400|Teatro Paurillo Barroso|1118|Rua Israel Bezerra, 690|Aldeota|60135-460|R|ISRAEL BEZERRA| |690| |ALDEOTA|60135-460|85|2771-1500| | | | |Privada| |1|1.3|1.3.2| |1|0|Italiano|520| |1993| |16-SEP-2002
107|2302000|-38.52113|-3.724015|1|CE|Fortaleza|2304400|Teatro São José|616|Rua Rufino de Alencar, 362|Centro|60060-620|R|RUFINO DE ALENCAR| |362| |CENTRO|60060-620|85|231-5447| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|184| |1915| |16-JUN-2002
108|2302100|-38.53954|-3.728751|1|CE|Fortaleza|2304400|Teatro SESC - Emiliano Queiroz|1277|Avenida Duque de Caxias, 1.701|Centro|60035-111|AV|DUQUE DE CAXIAS| |1701| |CENTRO|60035-111|85|288-1175| |288-1122|cultura@sesc-ce.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|184| |2000| |16-SEP-2002
109|2302200|-38.583914|-3.707807|1|CE|Fortaleza|2304400|Teatro SESI - Barra do Ceará|1056|Av. Francisco Sá, 6.623|Barra do Ceará|60310-003|AV|FRANCISCO SA| |6623| |BARRA DO CEARA|60310-003|85|485-2435|485-7922| | | |Privada| |1|1.3|1.3.2| |2|0|Italiano|700| |1973| |16-SEP-2002
110|2302300|-38.535196|-3.736537|1|CE|Fortaleza|2304400|Teatro Universitário Paschoal Carlos Magno|617|Avenida da Universidade, 2210|Benfica|60020-180|AV|DA UNIVERSIDADE| |2210| |BENFICA|60020-180|85|231-5836| | | | |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|150| | | |01-AUG-1996
111|2302400|-38.535362|-3.736731|1|CE|Fortaleza|2304400|Teatro-Bar Chico Anysio|166|Av. da Universidade, 2176|Benfica|60020-180|AV|DA UNIVERSIDADE| |2176| |BENFICA|60020-180|85|226-2427| | | | | | |1|1.3| | |1| | | | | | |01-AUG-1996
112|2302500|-38.946265|-4.271337|2|CE|Guaramiranga|2305100|Teatro Municipal de Guaramiranga|2002|Rua Joaquim Alves Nogueira, 588|Centro|62766-000|R|JOAQUIM ALVES NOGUEIRA| |588| |CENTRO|62766-000|85|321-1133|321-1113| | | |Pública|Municipal|1|1.3|1.3.1| |4|0|Italiano|500| | | |22-JUL-2004
113|2302600|-38.946233|-4.271393|2|CE|Guaramiranga|2305100|Teatro Rachel de Queiróz|1122|Rua Joaquim Alves Nogueira, 696|Centro|62766-000|R|JOAQUIM ALVES NOGUEIRA| |696| |CENTRO|62766-000|85|321-1130|321-1113|321-1133| | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|150| |1992| |25-SEP-2004
114|2302700|-38.862626|-6.401931|2|CE|Icó|2305407|Teatro da Ribeira dos Icós|44|Largo do Theberg, s/n| |63430-000|LRG|DO THEBERG| |S/N| | |63430-000|85| | | | | | | |1|1.3| | |8| | | | | | |22-SEP-1995
115|2302800|-38.862615|-6.401886|2|CE|Icó|2305407|Teatro Municipal de Icó|41|Rua 7 de Setembro, s/n| |63430-000|R|7 DE SETEMBRO| |S/N| | |63430-000|85| | | | | |Pública|Municipal|1|1.3|1.3.1| |8| | | | | | |22-SEP-1995
116|2302900|-38.862621|-6.401891|2|CE|Icó|2305407|Theatro da Ribeira dos Icós|2402| |Centro|63430-000| | | |0| |CENTRO|63430-000|88|8805-4425| | |angelimail@brisanet.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|230| |1860| |24-MAY-2005
117|2303000|-39.289508|-6.363203|2|CE|Iguatu|2305506|Centro de Atividades Culturais|45| | |63500-000| | | |0| | |63500-000|85| | | | | | | |1|1.3| | |3| | | | | | |22-SEP-1995
118|2303100|-39.295277|-6.370803|2|CE|Iguatu|2305506|Teatro Municipal de Iguatu|43| | |63500-000| | | |0| | |63500-000|85| | | | | |Pública|Municipal|1|1.3|1.3.1| |8| | | | | | |22-SEP-1995
119|2303200|-39.307952|-7.19661|2|CE|Juazeiro do Norte|2307304|Memorial|46| | | | | | |0| | | |85| | | | | | | |1|1.3| | | | | | | | | |22-SEP-1995
120|2303300|-39.324191|-7.216303|2|CE|Juazeiro do Norte|2307304|Teatro Municipal de Juazeiro do Norte|42| | | | | | |0| | | |85| | | | | |Pública|Municipal|1|1.3|1.3.1| |8| | | | | | |22-SEP-1995
121|2303400|-39.671642|-7.084547|2|CE|Nova Olinda|2309201|Teatro Violeta Arraes|2367|Avenida Jeremias Pereira, 444|Centro|63165-000|AV|JEREMIAS PEREIRA| |444| |CENTRO|63165-000|88|546-1333| | |casagrande@baydejbc.com.br| |Privada| |1|1.3|1.3.2| |1|0|Italiano|250| | | |08-NOV-2002
122|2303500|-38.925441|-4.224683|2|CE|Pacoti|2309805|Teatro Luiz Pimenta|2184| | |62770-000| | | |0| | |62770-000|85|325-1413| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|256| |1960| |19-APR-2002
123|2303600|-38.948175|-4.889585|2|CE|Quixadá|2311306|Colégio Sagrado Cor. de Jesus - Teatro|1124|Praça José de Barros, s/n|Centro|63900-000|PCA|JOSE DE BARROS| |S/N| |CENTRO|63900-000|85|812-0432| | |cscj@discovernet.com.br| |Privada| |1|1.3|1.3.2| |1|0|Italiano|400| |1938| |16-SEP-2002
124|2303700|-40.348576|-3.689509|2|CE|Sobral|2312908|Teatro São João|621|Praça Dr. Antônio Ibiapina, s/n|Centro|62010-290|PCA|DOUTOR ANTONIO IBIAPINA| |S/N| |CENTRO|62010-290|85|611-0022| | | |http://www.sobral.ce.gov.br/cidade/sobral02.htm|Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|245| |1880| |16-SEP-2002
125|2303800|-41.090509|-3.566615|2|CE|Viçosa do Ceará|2314102|Teatro Pedro II|1125|Rua General Tibúrcio, s/n| |62300-000|R|GENERAL TIBURCIO| |S/N| | |62300-000|85|221-3599| | | | | | |1|1.3| | |1|0| |500| | | |22-SEP-1995
126|2400100|-37.09898|-6.459764|2|RN|Caicó|2402006|Teatro Santa Terezinha|468|Rua Visitador Fernandes, 78| |59300-000|R|VISITADOR FERNANDES| |78| | |59300-000|84|421-1425| | |santaterezinha@seol.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|250| |1925| |16-SEP-2002
127|2400200|-37.340489|-5.187014|2|RN|Mossoró|2408003|Auditório Vingt-Un Rosado|469|Praça Miguel Faustino, s/n|Centro|59610-190|PCA|MIGUEL FAUSTINO| |S/N| |CENTRO|59610-190|84|315-2126| | |proad@uern.br| |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|230| |1968| |03-MAR-2005
128|2400300|-37.347414|-5.183913|2|RN|Mossoró|2408003|Centro Educacional Gerônimo Rosado - Auditório|249|Rua Ferreira Itajubá, s/n| |59600-000|R|FERREIRA ITAJUBA| |S/N| | |59600-000|84|321-5251| | | | |Pública|Estadual|1|1.3|1.3.1| | | |Italiano|350| |1960| |03-MAR-2005
129|2400400|-37.347411|-5.183886|2|RN|Mossoró|2408003|Teatro Alphalira|2400|Rua Ferreira Itajubá|Santo Antonio|59611-030|R|FERREIRA ITAJUBA| |0| |SANTO ANTONIO|59611-030|84| | | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|250| | | |03-MAR-2005
130|2400500|-37.341532|-5.192541|2|RN|Mossoró|2408003|Teatro Lauro Monte Filho|704|Praça Vigário Antônio Joaquim, s/n|Centro|59600-006|PCA|VIGARIO ANTONIO JOAQUIM| |S/N| |CENTRO|59600-006|84|317-2215| | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|660| |1999| |03-MAR-2005
131|2400600|-37.345545|-5.190457|2|RN|Mossoró|2408003|Teatro Municipal Dix-Huit Rosado|2399|Praça Cícero Dias|Centro| |PCA|CICERO DIAS| |0| |CENTRO| |84|315-5046| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|738| | | |03-MAR-2005
132|2400700|-37.333365|-5.209821|2|RN|Mossoró|2408003|Teatro Padre Alfredo Simoneti|2398|Av. Presidente Dutra|Bairro Alto de São Manoel| |AV|PRESIDENTE DUTRA| |0| |BAIRRO ALTO DE SAO MANOEL| |84|321-2325| | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|208| | | |03-MAR-2005
133|2400800|-37.353567|-5.199961|2|RN|Mossoró|2408003|Teatro SESI - Mossoró|250|Rua Benjamin Constant, 65| |59603-080|R|BENJAMIN CONSTANT| |65| | |59603-080|84|316-3580| | |sesi@netway.com.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|196| |1971| |03-MAR-2005
134|2400900|-35.18201|-5.86259|2|RN|Natal|2408102|Auditório Lavoisier Maya|935|Centro de Convenções-Via Costeira, km 7|Ponta Negra|59090-100| |VIA COSTEIRA|KM 7|0|CENTRO DE CONVENCOES-|PONTA NEGRA|59090-100|79|236-2843| | |coohotur@digi.com.br| |Pública|Estadual|1|1.3|1.3.1| |1|0|Arquitetônico Alternativo|800| |1983| |16-SEP-2002
135|2401000|-35.205249|-5.775819|2|RN|Natal|2408102|Espaço Cultural Casa da Ribeira - Sala Cosern de Teatro|2149|Rua Frei Miguelinho, 52|Ribeira|59012-180|R|FREI MIGUELINHO| |52| |RIBEIRA|59012-180|84|211-7710| |211-7710|clowns@uol.com.br|www.casadaribeira.com.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|160|10-MAR-2001|2001| |16-SEP-2002
136|2401100|-35.208017|-5.843336|2|RN|Natal|2408102|Floca - Teatro|2034|Av. Santos Dumont, 415|Mirassol|59078-200|AV|SANTOS DUMONT| |415| |MIRASSOL|59078-200|84|984-5088|206-3410|206-3410|modart@digi.com.br| |Pública|Estadual|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|150| | | |22-JAN-1999
137|2401200|-35.209988|-5.825864|2|RN|Natal|2408102|Projeto Artes Shalom - Teatro|2142|Av. Senador Salgado Filho, 3010|Candelária|59064-000|AV|SENADOR SALGADO FILHO| |3010| |CANDELARIA|59064-000|79|2062825|234-4511| |shalomnatal@bol.com.br|http://www.samnet.com.br/shalomnatal|Privada| |1|1.3|1.3.2| |4|0| | | | | |29-DEC-2000
138|2401300|-35.20471|-5.779596|2|RN|Natal|2408102|Teatro Alberto Maranhão (Fotos e Histórico)|706|Praça Augusto Severo, 251|Ribeira|59012-380|PCA|AUGUSTO SEVERO| |251| |RIBEIRA|59012-380|84|222-3669|611-1942|211-0232|albertomaranhao@rn.gov.br|http://www.teatroalbertomaranhao.rn.gov.br/|Pública|Municipal|1|1.3|1.3.1| |1| |Ópera|678|24-MAR-1904|1904| |01-MAR-2005
139|2401400|-35.228826|-5.801683|2|RN|Natal|2408102|Teatro de Bolso das Quintas|473|Rua dos Paiatis, s/n.|Quintas|59000-000|R|DOS PAIATIS| |S/N| |QUINTAS|59000-000|84| | | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|100| | | |25-NOV-1994
140|2401500|-35.197165|-5.779243|2|RN|Natal|2408102|Teatro de Bolso do Centro de Turismo|474|Rua Aderbal de Figueiredo, s/n.|PR Meio|59010-780|R|ADERBAL DE FIGUEIREDO| |S/N| |PR MEIO|59010-780|84| | | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|100| | | |25-NOV-1994
141|2401600|-35.206582|-5.837442|2|RN|Natal|2408102|Teatro do NAC - Núcleo de Artes Cênicas|475|Escola de Música da UFRN|C Universitário|59000-000| |ESCOLA DE MUSICA DA UFRN| |0|ESCOLA DE MUSICA DA UFRN|C UNIVERSITARIO|59000-000|84| | | | | |Pública|Federal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|60| | | |25-NOV-1994
142|2401700|-35.217407|-5.797672|2|RN|Natal|2408102|Teatro Sandoval Wanderley|707|Rua Presidente Bandeira, 530|Alecrim|59031-200|R|PRESIDENTE BANDEIRA| |530| |ALECRIM|59031-200|84|223-8616| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Múltiplo|150| | | |03-JAN-1995
143|2401800|-36.021247|-6.226198|2|RN|Santa Cruz|2411205|Teatro Municipal de Santa Cruz|478|Rua Manoel Cícero de Lima, 89| |59200-000|R|MANOEL CICERO DE LIMA| |89| | |59200-000|84|291-2002|291-2020| | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|1000| |2000| |16-SEP-2002
144|2500100|-35.620935|-7.039837|2|PB|Alagoa Grande|2500304|Teatrinho Paó|14| | |58388-000| | | |0| | |58388-000|83| | | | | |Pública|Municipal|1|1.3|1.3.1| |8| |Arquitetônico Alternativo| | | | |01-JUN-1994
145|2500200|-35.629393|-7.037484|1|PB|Alagoa Grande|2500304|Teatro Santa Inez|388|Rua Dom Pedro II, s/n| |58388-000|R|DOM PEDRO II| |S/N| | |58388-000|83|273-2683|273-2567| |pmag@openline.com.br| |Pública|Municipal|1|1.3|1.3.1| |2| |Italiano|170|02-JAN-1905|1905| |16-SEP-2002
146|2500300|-35.759393|-7.054177|2|PB|Alagoa Nova|2500403|Teatro Municipal Otávio Lima Leite|2263|Rua João Pessoa, 278| |58125-000|R|JOAO PESSOA| |278| | |58125-000|83|365-1386| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|150| |1988| |16-SEP-2002
147|2500400|-35.759393|-7.054177|2|PB|Alagoa Nova|2500403|Teatro Municipal São Saruê|225|Rua João Pessoa, 313|Centro|58125-000|R|JOAO PESSOA| |313| |CENTRO|58125-000|81|365-1001| | | | |Pública|Municipal|1|1.3|1.3.1| |8| |Italiano|300| | | |17-OCT-1995
148|2500500|-35.698058|-6.964369|2|PB|Areia|2501104|Teatro Minerva|687|Rua Epitácio Pessoa, 102| |58397-000|R|EPITACIO PESSOA| |102| | |58397-000|83|362-2300| | | | |Pública|Federal|1|1.3|1.3.1| |1| |Italiano|176| |1859| |16-SEP-2002
149|2500600|-35.698058|-6.964369|2|PB|Areia|2501104|Teatro Particular|229| | |58397-000| | | |0| | |58397-000|83| | | | | | | |1|1.3| | |8| |Italiano| | |1859| |29-JAN-1998
150|2500700|-34.83066|-6.979011|2|PB|Cabedelo|2503209|Teatro Santa Catarina|392|Rua Alfredo Barbosa, s/n|Centro|58310-000|R|ALFREDO BARBOSA| |S/N| |CENTRO|58310-000|83|228-4470|9332-5120| | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|152| |1987| |05-SEP-2005
151|2500800|-38.559161|-6.886322|1|PB|Cajazeiras|2503704|Teatro Apolo XI|226|Rua Víctor Jurema, 267|Recife|58900-000|R|VICTOR JUREMA| |267| |RECIFE|58900-000|83| | | | | |Privada| |1|1.3|1.3.2| |8| |Arquitetônico Alternativo| | | | |27-JAN-2000
152|2500900|-38.558174|-6.890262|2|PB|Cajazeiras|2503704|Teatro ICA - Iracles Pires|394|Rua Doutor Libio Brasileiro, 176|Centro|58900-000|R|DOUTOR LIBIO BRASILEIRO| |176| |CENTRO|58900-000|83|531-3591| | | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|230| |1985| |16-SEP-2002
153|2501000|-35.886401|-7.220515|2|PB|Campina Grande|2504009|Espaço Paulo Pontes|2090|Avenida Floriano Peixoto, s/n|Centro|58100-000|AV|FLORIANO PEIXOTO| |S/N| |CENTRO|58100-000|83| | | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|80| |1963| |20-SEP-2004
154|2501100|-35.875943|-7.228264|2|PB|Campina Grande|2504009|Fundação Artística Cultural Manoel Bandeira - Teatro Elba Ramalho|2264|Rua Minervina Figueiredo, 160|Centro|58104-540|R|MINERVINA FIGUEIREDO| |160| |CENTRO|58104-540|83|337-7075| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|100| |1993| |16-SEP-2002
155|2501200|-35.87854|-7.221257|2|PB|Campina Grande|2504009|ICAE - Teatro Anna Brito|395|Rua João da Mata, 470|Centro|58100-630|R|JOAO DA MATA| |470| |CENTRO|58100-630|83|322-5289| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|100| |1986| |16-SEP-2002
156|2501300|-35.872859|-7.229778|2|PB|Campina Grande|2504009|Museu Chateaubriand-Teatro Dr.Chateaubriand|396|Rua João da Mata, 470|Centro|58100-630|R|JOAO DA MATA| |470| |CENTRO|58100-630|83| | | | | |Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|150| | | |27-JAN-2000
157|2501400|-35.873473|-7.222364|2|PB|Campina Grande|2504009|Teatro Elba Ramalho|227| | | | | | |0| | | |83| | | | | |Privada| |1|1.3|1.3.2| |6| |Italiano| | | | |27-JAN-2000
158|2501500|-35.887649|-7.221044|2|PB|Campina Grande|2504009|Teatro Municipal Severino Cabral|688|Avenida Floriano Peixoto, s/n|Centro|58100-000|AV|FLORIANO PEIXOTO| |S/N| |CENTRO|58100-000|83|341-1486|341-0680| |teatromunicipal@uol.com.br|http://www.teatroseverinocabral.com.br|Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|584|30-NOV-1963|1963| |11-SEP-2004
159|2501600|-35.877046|-7.216963|2|PB|Campina Grande|2504009|Teatro SESC - Antonio de Oliveira Lima|1240|Rua Gilo Guedes, 650|Centro|58100-310|R|GILO GUEDES| |650| |CENTRO|58100-310|83|341-5800|341-3185| |paulojose@sesc.pb.com.br| |Privada| |1|1.3|1.3.2| |1|0|Italiano|286| |1998| |16-SEP-2002
160|2501700|-37.745003|-6.342221|1|PB|Catolé do Rocha|2504306|Centro Cultural Geraldo Vandré - Teatro Alício Barreto|2092|Rua Fundador Rocha, s/n| |58884-000|R|FUNDADOR ROCHA| |S/N| | |58884-000|83|441-1228| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|100| |1986| |16-SEP-2002
161|2501800|-35.487981|-6.854943|2|PB|Guarabira|2506301|Teatro Municipal Geraldo Alverga|398|Praça Antônio Pessoa, s/n|Centro|58200-000|PCA|ANTONIO PESSOA| |S/N| |CENTRO|58200-000|83|271-2221|271-0568| |dalverga@openline.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|200| |1986| |16-SEP-2002
162|2501900|-34.877526|-7.114121|2|PB|João Pessoa|2507507|Centro Cultural Piollin - Teatro|2440|Rua Sizenando Costa, s/n|Roger|58020-590|R|SIZENANDO COSTA| |S/N| |ROGER|58020-590|83|3241-6343|3241-7436| |contato@piollin.org.br|www.piollin.org.br|Privada| |1|1.3|1.3.2| |1| | | | | | |06-MAY-2008
